Unnamed: 0,id,age,gender,income,days_on_platform,city,purchases
829,829,10.0,Female,74966,8.0,London,1
830,830,30.20203602192639,Male,65242,52.0,London,0
831,831,30.20203602192639,Male,136833,19.0,Tokyo,1
832,832,46.0,Male,95451,11.0,San Francisco,0
834,834,24.0,Female,93707,1.0,New York City,3
835,835,30.20203602192639,Female,95860,14.0,London,2
838,838,30.20203602192639,Female,324518,35.0,New York City,0
839,839,30.20203602192639,Male,182203,8.0,Tokyo,1
840,840,46.0,Female,81348,7.0,San Francisco,0
841,841,30.20203602192639,Female,80651,34.0,New York City,2
842,842,30.20203602192639,Female,116966,4.0,Miami,0
844,844,10.0,Male,62277,31.0,Tokyo,1
845,845,14.0,Male,59889,71.0,New York City,0
847,847,30.20203602192639,Male,108986,53.0,Tokyo,0
849,849,43.0,Female,119806,25.0,San Francisco,1
850,850,11.0,Male,90110,19.0,Miami,2
852,852,20.0,Female,94750,19.0,New York City,1
853,853,49.0,Male,170418,40.0,Tokyo,0
854,854,32.0,Female,97835,36.0,San Francisco,2
858,858,30.20203602192639,Female,50053,17.0,London,2
859,859,30.20203602192639,Male,97338,5.0,New York City,2
860,860,30.20203602192639,Female,168085,46.0,Miami,0
861,861,30.20203602192639,Male,60006,54.0,San Francisco,1
863,863,33.0,Male,68964,29.0,San Francisco,1
866,866,30.20203602192639,Male,84593,7.0,San Francisco,0
867,867,28.0,Female,182739,43.0,Tokyo,1
869,869,47.0,Female,112057,24.0,New York City,2
870,870,31.0,Female,226597,13.0,San Francisco,1
871,871,40.0,Male,87818,36.0,London,0
873,873,30.20203602192639,Female,182203,25.0,New York City,1
874,874,41.0,Male,77191,20.0,London,1
876,876,30.20203602192639,Male,197423,23.0,San Francisco,1
877,877,30.20203602192639,Male,62675,17.0,San Francisco,1
882,882,31.0,Male,129145,75.0,Tokyo,1
883,883,37.0,Male,94654,25.0,New York City,0
884,884,27.0,Female,111056,37.0,London,1
887,887,30.20203602192639,Female,123555,75.0,London,1
889,889,10.0,Female,214714,42.0,London,0
891,891,30.20203602192639,Male,108499,26.0,London,0
894,894,30.20203602192639,Female,214377,31.0,San Francisco,1
898,898,30.20203602192639,Female,81437,44.0,Miami,0
899,899,30.20203602192639,Female,101960,4.0,London,1
900,900,20.0,Female,99801,36.0,London,0
901,901,44.0,Female,68737,2.0,Tokyo,3
902,902,48.0,Male,130763,1.0,San Francisco,0
903,903,42.0,Male,65367,70.0,Tokyo,0
904,904,30.20203602192639,Male,60518,14.0,San Francisco,0
906,906,30.20203602192639,Male,53932,30.0,Miami,0
907,907,30.20203602192639,Female,88830,59.0,San Francisco,3
908,908,47.0,Male,184881,1.0,Miami,0
909,909,30.20203602192639,Female,111405,13.0,London,0
910,910,12.0,Male,92897,45.0,London,0
911,911,30.20203602192639,Male,53863,4.0,London,4
912,912,30.20203602192639,Male,66978,95.0,New York City,0
913,913,49.0,Female,102745,22.0,Miami,2
915,915,36.0,Female,55535,36.0,New York City,0
916,916,30.20203602192639,Male,100037,62.0,Miami,0
917,917,30.20203602192639,Female,113579,78.0,San Francisco,1
918,918,24.0,Female,87388,33.0,Tokyo,0
919,919,30.20203602192639,Male,156320,13.0,Miami,1
922,922,24.0,Male,90155,18.0,Miami,1
923,923,27.0,Male,71813,25.0,Tokyo,0
924,924,18.0,Male,139960,74.0,Tokyo,0
925,925,30.20203602192639,Female,138605,71.0,Miami,3
928,928,30.20203602192639,Female,131495,24.389997941963365,Miami,2
931,931,34.0,Male,121119,15.0,London,2
932,932,30.20203602192639,Male,65151,13.0,Miami,0
933,933,30.20203602192639,Female,69526,58.0,San Francisco,1
934,934,30.20203602192639,Female,188452,49.0,Tokyo,3
935,935,22.0,Male,54124,46.0,Miami,2
937,937,24.0,Female,75150,43.0,New York City,0
939,939,30.20203602192639,Male,102073,11.0,Miami,2
941,941,30.20203602192639,Male,63956,7.0,London,1
942,942,30.20203602192639,Female,94070,63.0,London,2
943,943,30.20203602192639,Female,157782,16.0,San Francisco,0
944,944,34.0,Male,364025,35.0,New York City,0
946,946,13.0,Male,96125,49.0,New York City,0
947,947,31.0,Male,250147,45.0,San Francisco,1
948,948,42.0,Female,129771,12.0,London,1
951,951,49.0,Female,76002,65.0,San Francisco,1
953,953,30.0,Female,94403,9.0,San Francisco,1
954,954,22.0,Male,83816,24.389997941963365,London,1
957,957,49.0,Female,74966,58.0,London,1
958,958,30.20203602192639,Female,59362,60.0,San Francisco,2
959,959,30.20203602192639,Female,116766,32.0,New York City,1
961,961,30.20203602192639,Male,203127,45.0,Miami,0
962,962,49.0,Female,58510,15.0,London,1
963,963,30.20203602192639,Female,241616,2.0,Miami,2
964,964,30.20203602192639,Female,83394,14.0,San Francisco,0
965,965,29.0,Female,110398,21.0,Miami,0
966,966,10.0,Female,98873,1.0,Tokyo,2
967,967,30.0,Male,199733,13.0,New York City,2
968,968,15.0,Male,56291,69.0,Miami,0
970,970,23.0,Female,85522,42.0,London,4
971,971,40.0,Female,63277,31.0,Tokyo,1
972,972,30.20203602192639,Female,149871,6.0,Miami,2
973,973,30.20203602192639,Male,56281,8.0,London,2
974,974,30.20203602192639,Female,59732,27.0,Tokyo,2
976,976,30.20203602192639,Female,69643,1.0,Tokyo,1
977,977,14.0,Male,125172,15.0,Miami,2
982,982,28.0,Female,136137,3.0,New York City,1
983,983,30.20203602192639,Male,226570,1.0,Tokyo,1
984,984,30.20203602192639,Male,58175,54.0,Miami,1
986,986,29.0,Male,71633,20.0,Tokyo,1
987,987,30.20203602192639,Female,97257,19.0,Miami,0
989,989,10.0,Male,63463,5.0,San Francisco,1
993,993,34.0,Male,84776,6.0,New York City,0
995,995,30.20203602192639,Male,89916,24.389997941963365,Tokyo,2
996,996,19.0,Female,153891,43.0,London,0
1000,1000,46.0,Male,113876,17.0,London,1
1005,1005,30.20203602192639,Male,126253,24.0,London,0
1008,1008,38.0,Male,83527,11.0,Tokyo,1
1009,1009,30.20203602192639,Male,55558,38.0,London,3
1012,1012,20.0,Female,157795,22.0,New York City,1
1013,1013,36.0,Male,101205,18.0,New York City,0
1016,1016,24.0,Male,51838,8.0,Miami,0
1018,1018,30.20203602192639,Female,110861,13.0,New York City,0
1020,1020,30.20203602192639,Male,128331,10.0,London,3
1021,1021,30.0,Male,59327,18.0,San Francisco,1
1023,1023,30.20203602192639,Male,94415,24.0,San Francisco,2
1024,1024,30.20203602192639,Male,166711,10.0,Tokyo,2
1025,1025,46.0,Male,129111,42.0,Miami,0
1026,1026,30.20203602192639,Male,208588,32.0,San Francisco,5
1027,1027,30.20203602192639,Male,248129,6.0,Miami,1
1028,1028,30.20203602192639,Male,128925,18.0,Miami,3
1032,1032,30.20203602192639,Male,57706,20.0,Miami,1
1033,1033,30.20203602192639,Female,212462,35.0,Miami,0
1035,1035,27.0,Female,75151,57.0,San Francisco,1
1036,1036,24.0,Female,85177,24.0,London,1
1038,1038,41.0,Male,178942,6.0,Miami,0
1039,1039,30.20203602192639,Female,129245,2.0,Tokyo,3
1040,1040,30.20203602192639,Female,66914,3.0,San Francisco,1
1041,1041,10.0,Female,74008,7.0,San Francisco,1
1042,1042,40.0,Female,176540,6.0,Tokyo,2
1044,1044,12.0,Female,55853,18.0,Miami,1
1045,1045,48.0,Male,255419,38.0,New York City,2
1046,1046,23.0,Female,140009,5.0,Tokyo,1
1048,1048,29.0,Female,161692,61.0,San Francisco,0
1049,1049,30.20203602192639,Male,83982,22.0,San Francisco,3
1050,1050,18.0,Female,117169,52.0,New York City,1
1051,1051,30.20203602192639,Male,153238,26.0,New York City,2
1052,1052,30.0,Female,64754,16.0,Tokyo,0
1054,1054,30.20203602192639,Female,60074,60.0,London,1
1057,1057,28.0,Male,168883,16.0,New York City,0
1060,1060,47.0,Male,142188,6.0,Tokyo,1
1061,1061,29.0,Female,156208,10.0,New York City,2
1062,1062,30.20203602192639,Female,60918,21.0,Tokyo,1
1063,1063,30.20203602192639,Male,56447,35.0,London,1
1064,1064,13.0,Male,69824,1.0,New York City,2
1066,1066,17.0,Male,83599,23.0,Tokyo,0
1069,1069,30.20203602192639,Male,77657,24.389997941963365,Miami,2
1070,1070,45.0,Female,229479,7.0,San Francisco,0
1072,1072,44.0,Female,57204,38.0,Tokyo,1
1073,1073,44.0,Female,134713,47.0,San Francisco,0
1074,1074,32.0,Female,190272,1.0,New York City,2
1075,1075,47.0,Male,65295,24.389997941963365,Miami,1
1077,1077,36.0,Female,186409,17.0,Miami,2
1078,1078,11.0,Male,56670,3.0,London,2
1080,1080,29.0,Male,97866,28.0,Tokyo,0
1081,1081,30.20203602192639,Male,57483,2.0,San Francisco,0
1082,1082,30.20203602192639,Male,57101,37.0,San Francisco,0
1083,1083,30.20203602192639,Female,132528,24.0,London,1
1084,1084,30.20203602192639,Male,57355,9.0,San Francisco,0
1085,1085,30.20203602192639,Male,50791,46.0,Miami,1
1086,1086,17.0,Female,53517,9.0,Miami,1
1088,1088,30.20203602192639,Female,145531,63.0,Miami,2
1089,1089,30.20203602192639,Male,229007,17.0,Tokyo,1
1091,1091,33.0,Female,58580,37.0,Miami,0
1092,1092,30.20203602192639,Female,186571,47.0,San Francisco,2
1093,1093,18.0,Male,72681,23.0,Tokyo,1
1095,1095,30.20203602192639,Female,52806,4.0,Tokyo,4
1096,1096,49.0,Female,222022,14.0,London,0
1097,1097,30.20203602192639,Male,129274,73.0,New York City,1
1099,1099,25.0,Female,101858,26.0,London,2
1101,1101,14.0,Female,55150,47.0,London,1
1102,1102,30.20203602192639,Female,76328,24.389997941963365,San Francisco,1
1104,1104,25.0,Female,88148,54.0,San Francisco,6
1107,1107,30.20203602192639,Female,81762,10.0,San Francisco,1
1108,1108,30.0,Male,132564,61.0,Miami,1
1109,1109,30.20203602192639,Female,73165,62.0,Miami,0
1112,1112,18.0,Male,158929,45.0,London,5
1114,1114,30.20203602192639,Male,126314,9.0,Miami,2
1115,1115,30.20203602192639,Female,102368,61.0,New York City,2
1116,1116,19.0,Male,164538,12.0,New York City,1
1119,1119,44.0,Male,58652,39.0,San Francisco,0
1122,1122,30.20203602192639,Female,50409,30.0,San Francisco,3
1123,1123,15.0,Male,122652,21.0,New York City,2
1129,1129,30.20203602192639,Female,66253,29.0,New York City,4
1131,1131,19.0,Male,197302,25.0,Miami,1
1132,1132,34.0,Male,165917,7.0,Miami,3
1133,1133,30.20203602192639,Female,82948,24.389997941963365,New York City,2
1134,1134,30.20203602192639,Female,209068,26.0,London,1
1136,1136,30.20203602192639,Male,74533,39.0,London,1
1137,1137,30.20203602192639,Male,70184,22.0,San Francisco,0
1140,1140,30.20203602192639,Female,147736,1.0,Miami,2
1142,1142,27.0,Female,250395,18.0,London,0
1143,1143,30.20203602192639,Male,221420,38.0,London,1
1144,1144,30.20203602192639,Female,227859,12.0,Tokyo,1
1145,1145,33.0,Male,366344,7.0,San Francisco,1
1146,1146,30.20203602192639,Female,69113,29.0,Miami,4
1148,1148,47.0,Male,187035,4.0,New York City,1
1149,1149,30.20203602192639,Female,171140,7.0,Miami,0
1150,1150,30.20203602192639,Male,53326,28.0,New York City,2
1151,1151,30.20203602192639,Male,55168,62.0,London,1
1152,1152,30.20203602192639,Male,123557,26.0,London,1
1153,1153,30.20203602192639,Male,119815,7.0,Tokyo,1
1155,1155,10.0,Male,131596,18.0,London,0
1157,1157,30.20203602192639,Male,207227,15.0,London,1
1158,1158,30.20203602192639,Female,88889,13.0,London,0
1159,1159,30.20203602192639,Female,85233,1.0,Tokyo,1
1162,1162,30.20203602192639,Male,84017,3.0,London,0
1163,1163,21.0,Female,152361,7.0,San Francisco,1
1164,1164,34.0,Male,54572,52.0,Miami,0
1166,1166,27.0,Female,56351,15.0,San Francisco,2
1169,1169,19.0,Male,193236,7.0,New York City,0
1171,1171,29.0,Female,99658,4.0,New York City,2
1173,1173,30.20203602192639,Male,129734,25.0,Tokyo,3
1174,1174,38.0,Female,145332,8.0,San Francisco,2
1175,1175,28.0,Female,66877,5.0,London,0
1176,1176,47.0,Male,105122,6.0,Miami,0
1179,1179,22.0,Female,88996,17.0,Miami,1
1180,1180,30.20203602192639,Male,107907,1.0,London,2
1182,1182,30.20203602192639,Female,138180,32.0,San Francisco,2
1183,1183,24.0,Male,80148,44.0,San Francisco,0
1184,1184,35.0,Female,64623,4.0,San Francisco,0
1185,1185,30.20203602192639,Female,118251,23.0,Miami,2
1186,1186,30.20203602192639,Male,63258,13.0,Tokyo,0
1189,1189,30.20203602192639,Male,87433,26.0,San Francisco,1
1191,1191,30.20203602192639,Male,191323,1.0,Miami,3
1192,1192,30.20203602192639,Female,75949,10.0,Tokyo,0
1193,1193,19.0,Male,106009,11.0,London,1
1194,1194,37.0,Male,136343,26.0,New York City,1
1195,1195,12.0,Female,57571,7.0,San Francisco,1
1197,1197,30.20203602192639,Female,110222,4.0,Tokyo,2
1198,1198,20.0,Male,150283,25.0,London,0
1199,1199,30.20203602192639,Female,67294,61.0,Tokyo,1
1202,1202,30.20203602192639,Female,93248,10.0,New York City,2
1203,1203,30.20203602192639,Female,72166,33.0,Tokyo,2
1205,1205,30.20203602192639,Female,152797,6.0,Tokyo,2
1207,1207,22.0,Female,55961,31.0,Tokyo,1
1209,1209,30.20203602192639,Male,94751,31.0,Tokyo,3
1211,1211,30.20203602192639,Male,212024,6.0,New York City,0
1213,1213,45.0,Male,75940,34.0,New York City,0
1214,1214,30.20203602192639,Female,97205,21.0,London,0
1215,1215,26.0,Male,247740,23.0,Tokyo,0
1216,1216,33.0,Female,60276,10.0,New York City,0
1217,1217,44.0,Female,276225,35.0,San Francisco,0
1221,1221,30.20203602192639,Female,58545,12.0,San Francisco,0
1222,1222,48.0,Female,51999,14.0,San Francisco,2
1226,1226,30.20203602192639,Female,90815,42.0,Tokyo,1
1227,1227,42.0,Female,127104,17.0,Miami,0
1228,1228,30.20203602192639,Female,118321,17.0,San Francisco,0
1229,1229,30.20203602192639,Female,163343,43.0,San Francisco,0
1230,1230,30.0,Male,137615,16.0,London,2
1231,1231,30.20203602192639,Male,63402,40.0,Miami,2
1232,1232,30.20203602192639,Female,68345,19.0,Miami,1
1234,1234,49.0,Female,139305,51.0,London,2
1238,1238,30.20203602192639,Female,143598,6.0,New York City,3
1239,1239,39.0,Male,98043,23.0,London,0
1241,1241,30.20203602192639,Female,285344,16.0,Tokyo,1
1242,1242,30.20203602192639,Female,134157,8.0,Miami,1
1244,1244,30.20203602192639,Male,63624,13.0,New York City,0
1246,1246,22.0,Male,61777,24.0,San Francisco,0
1247,1247,41.0,Female,95078,31.0,Tokyo,0
1248,1248,39.0,Female,73749,29.0,New York City,2
1249,1249,43.0,Female,107440,16.0,Miami,0
1251,1251,30.20203602192639,Male,163318,46.0,Miami,2
1252,1252,30.20203602192639,Female,73160,35.0,Tokyo,0
1257,1257,30.20203602192639,Female,157591,69.0,San Francisco,1
1258,1258,30.20203602192639,Female,51580,74.0,New York City,2
1263,1263,30.20203602192639,Female,128113,22.0,London,2
1264,1264,30.20203602192639,Male,182404,23.0,London,0
1266,1266,30.20203602192639,Female,81350,24.0,Miami,0
1267,1267,37.0,Female,176055,13.0,London,2
1268,1268,30.20203602192639,Female,154173,9.0,Miami,1
1269,1269,30.20203602192639,Male,69151,16.0,New York City,1
1270,1270,30.20203602192639,Male,246765,26.0,Tokyo,0
1271,1271,12.0,Male,77854,2.0,Tokyo,0
1272,1272,30.20203602192639,Male,59315,9.0,Tokyo,4
1274,1274,30.20203602192639,Female,165527,27.0,San Francisco,0
1275,1275,30.20203602192639,Male,59231,41.0,New York City,0
1277,1277,20.0,Male,119638,14.0,London,2
1280,1280,30.20203602192639,Female,99896,45.0,London,2
1282,1282,30.20203602192639,Male,138915,28.0,London,1
1283,1283,30.20203602192639,Male,103197,19.0,Tokyo,0
1284,1284,30.20203602192639,Female,155778,43.0,London,1
1285,1285,41.0,Male,255836,9.0,Miami,0
1287,1287,30.20203602192639,Female,198667,28.0,Tokyo,1
1288,1288,30.20203602192639,Female,87275,33.0,Miami,0
1290,1290,46.0,Male,166142,24.389997941963365,San Francisco,1
1291,1291,30.0,Male,120436,14.0,Tokyo,0
1292,1292,40.0,Female,88181,34.0,Miami,0
1293,1293,48.0,Male,136059,18.0,London,1
1294,1294,18.0,Female,50021,26.0,London,1
1295,1295,30.20203602192639,Male,96097,14.0,Miami,2
1296,1296,30.20203602192639,Female,78052,4.0,San Francisco,2
1300,1300,18.0,Female,63719,10.0,Miami,1
1301,1301,33.0,Male,82706,39.0,London,2
1302,1302,30.20203602192639,Female,74918,19.0,New York City,1
1305,1305,11.0,Male,126453,5.0,San Francisco,1
1306,1306,30.20203602192639,Male,67154,47.0,Miami,0
1307,1307,44.0,Male,71328,18.0,London,3
1310,1310,44.0,Male,106809,30.0,New York City,2
1311,1311,30.20203602192639,Male,139496,6.0,Miami,3
1314,1314,17.0,Male,56102,16.0,San Francisco,3
1315,1315,29.0,Female,130556,12.0,Miami,0
1319,1319,30.20203602192639,Male,88013,19.0,New York City,0
1320,1320,30.20203602192639,Male,138997,16.0,London,3
1321,1321,30.20203602192639,Female,137274,35.0,San Francisco,1
1322,1322,33.0,Female,50223,22.0,Tokyo,0
1323,1323,31.0,Female,55424,8.0,Tokyo,0
1324,1324,30.20203602192639,Female,69645,12.0,London,0
1325,1325,30.20203602192639,Male,210341,4.0,Tokyo,0
1327,1327,30.20203602192639,Male,181821,49.0,Miami,1
1328,1328,30.20203602192639,Male,224804,4.0,New York City,1
1330,1330,43.0,Female,59573,16.0,New York City,1
1332,1332,26.0,Female,58241,12.0,London,2
1333,1333,26.0,Female,83179,18.0,Tokyo,0
1334,1334,33.0,Male,178641,19.0,New York City,3
1336,1336,23.0,Female,137122,18.0,New York City,1
1337,1337,30.20203602192639,Female,172330,4.0,Tokyo,1
1338,1338,30.20203602192639,Male,177066,9.0,Tokyo,2
1339,1339,41.0,Female,63212,3.0,London,0
1340,1340,30.20203602192639,Male,80133,17.0,San Francisco,1
1341,1341,50.0,Male,56426,6.0,Miami,1
1342,1342,12.0,Male,87445,37.0,London,0
1343,1343,31.0,Female,130771,14.0,London,0
1344,1344,30.20203602192639,Female,148003,63.0,Tokyo,0
1346,1346,30.20203602192639,Male,148175,11.0,Tokyo,3
1347,1347,47.0,Male,117077,39.0,London,0
1349,1349,49.0,Male,52290,23.0,San Francisco,2
1353,1353,30.20203602192639,Male,148562,15.0,Miami,1
1355,1355,30.20203602192639,Female,52327,44.0,New York City,2
1357,1357,30.20203602192639,Male,95162,11.0,London,0
1358,1358,30.20203602192639,Male,77195,11.0,London,1
1360,1360,22.0,Female,76703,7.0,Tokyo,0
1366,1366,30.20203602192639,Female,124357,10.0,London,0
1367,1367,43.0,Male,87396,12.0,San Francisco,0
1368,1368,23.0,Male,224340,1.0,San Francisco,1
1369,1369,10.0,Male,157774,83.0,Miami,0
1371,1371,29.0,Female,79449,10.0,London,1
1372,1372,19.0,Male,84098,62.0,New York City,1
1376,1376,30.20203602192639,Female,184681,10.0,New York City,0
1377,1377,36.0,Female,136552,30.0,Tokyo,1
1379,1379,50.0,Male,217348,11.0,Tokyo,0
1380,1380,35.0,Female,79215,9.0,New York City,0
1382,1382,23.0,Female,136394,34.0,New York City,0
1384,1384,46.0,Male,137862,19.0,San Francisco,2
1386,1386,19.0,Male,290833,4.0,Tokyo,1
1387,1387,30.20203602192639,Male,73377,47.0,London,1
1388,1388,30.20203602192639,Male,165116,21.0,Miami,3
1389,1389,30.20203602192639,Male,54973,10.0,San Francisco,2
1392,1392,45.0,Male,73284,12.0,London,1
1393,1393,48.0,Male,177784,26.0,London,0
1395,1395,30.20203602192639,Male,259630,17.0,New York City,0
1397,1397,30.20203602192639,Male,80818,46.0,New York City,0
1399,1399,30.20203602192639,Male,90285,52.0,Tokyo,3
1400,1400,17.0,Female,121608,22.0,London,1
1402,1402,30.20203602192639,Female,250461,17.0,San Francisco,0
1403,1403,50.0,Female,190802,19.0,New York City,0
1406,1406,30.20203602192639,Female,165756,28.0,San Francisco,1
1407,1407,30.20203602192639,Male,75802,10.0,New York City,3
1409,1409,31.0,Female,93648,41.0,San Francisco,2
1411,1411,37.0,Male,131724,12.0,New York City,1
1412,1412,17.0,Male,91285,42.0,Tokyo,0
1413,1413,30.20203602192639,Female,65598,15.0,San Francisco,0
1414,1414,19.0,Male,170676,21.0,San Francisco,0
1415,1415,30.20203602192639,Male,61090,7.0,London,0
1417,1417,30.20203602192639,Male,58256,11.0,Tokyo,0
1418,1418,37.0,Female,85740,11.0,New York City,1
1419,1419,23.0,Male,72981,15.0,Tokyo,0
1420,1420,30.20203602192639,Female,137613,14.0,New York City,4
1424,1424,30.20203602192639,Male,72300,78.0,New York City,2
1429,1429,30.20203602192639,Male,117877,47.0,Miami,0
1431,1431,50.0,Male,121727,13.0,Tokyo,3
1433,1433,43.0,Female,52848,45.0,San Francisco,1
1434,1434,12.0,Male,156510,8.0,Miami,2
1436,1436,33.0,Female,89149,40.0,Tokyo,2
1437,1437,30.20203602192639,Female,83831,10.0,New York City,2
1438,1438,28.0,Female,91760,36.0,London,1
1439,1439,48.0,Male,60228,45.0,San Francisco,1
1440,1440,23.0,Female,116150,13.0,New York City,3
1441,1441,30.20203602192639,Male,91105,24.389997941963365,Tokyo,1
1442,1442,20.0,Female,97405,45.0,Miami,0
1443,1443,30.20203602192639,Female,132386,20.0,Miami,2
1444,1444,30.20203602192639,Female,219937,9.0,San Francisco,3
1445,1445,22.0,Female,136651,33.0,London,4
1446,1446,30.20203602192639,Female,118886,30.0,Miami,3
1448,1448,37.0,Female,58372,5.0,San Francisco,0
1449,1449,37.0,Female,67052,3.0,London,0
1452,1452,44.0,Male,66771,44.0,Tokyo,1
1455,1455,16.0,Male,60172,19.0,New York City,1
1456,1456,15.0,Male,85171,4.0,New York City,0
1458,1458,30.20203602192639,Male,74811,14.0,Miami,0
1459,1459,30.20203602192639,Female,106898,53.0,London,0
1460,1460,30.20203602192639,Male,58554,4.0,Miami,1
1461,1461,30.20203602192639,Female,66574,2.0,Miami,2
1462,1462,33.0,Female,94151,30.0,London,2
1466,1466,39.0,Male,165608,18.0,Tokyo,1
1467,1467,30.20203602192639,Female,144176,15.0,Tokyo,2
1472,1472,39.0,Female,58806,8.0,Miami,0
1473,1473,30.20203602192639,Female,156870,32.0,Tokyo,2
1474,1474,48.0,Female,78514,24.389997941963365,Miami,1
1475,1475,30.20203602192639,Female,66784,10.0,London,1
1476,1476,22.0,Female,169992,3.0,San Francisco,0
1478,1478,30.20203602192639,Female,70741,30.0,San Francisco,1
1479,1479,30.20203602192639,Female,67581,37.0,London,0
1480,1480,30.20203602192639,Female,204350,49.0,London,0
1481,1481,30.20203602192639,Male,137324,12.0,San Francisco,3
1483,1483,30.20203602192639,Male,51048,39.0,Tokyo,1
1484,1484,30.20203602192639,Female,140190,52.0,San Francisco,2
1485,1485,41.0,Male,123975,53.0,Miami,0
1486,1486,16.0,Male,174067,21.0,Tokyo,1
1487,1487,30.20203602192639,Female,142552,10.0,New York City,2
1488,1488,45.0,Female,72041,29.0,New York City,0
1489,1489,30.20203602192639,Female,96882,51.0,New York City,2
1492,1492,45.0,Female,60771,17.0,Tokyo,1
1495,1495,20.0,Male,66523,40.0,Tokyo,2
1497,1497,30.20203602192639,Male,166069,8.0,New York City,1
1499,1499,20.0,Male,96384,44.0,Miami,0
1503,1503,49.0,Female,121769,59.0,New York City,0
1504,1504,30.20203602192639,Male,51324,63.0,New York City,5
1505,1505,28.0,Female,80368,5.0,Miami,1
1506,1506,14.0,Male,125838,7.0,Tokyo,2
1507,1507,27.0,Female,125212,21.0,San Francisco,0
1509,1509,25.0,Male,92184,1.0,Miami,1
1512,1512,33.0,Male,123965,66.0,Tokyo,2
1513,1513,48.0,Female,64235,10.0,San Francisco,0
1517,1517,50.0,Male,144844,26.0,London,1
1518,1518,36.0,Male,183721,26.0,London,0
1520,1520,30.20203602192639,Male,62274,23.0,Tokyo,0
1524,1524,30.20203602192639,Female,215779,7.0,Miami,3
1525,1525,30.20203602192639,Female,139942,15.0,San Francisco,0
1526,1526,21.0,Male,178655,2.0,Miami,1
1527,1527,15.0,Male,81466,14.0,London,2
1529,1529,14.0,Female,80743,30.0,San Francisco,0
1530,1530,30.20203602192639,Female,60454,9.0,San Francisco,2
1532,1532,30.20203602192639,Male,60868,5.0,San Francisco,1
1533,1533,14.0,Male,59050,1.0,New York City,3
1535,1535,30.20203602192639,Male,115305,16.0,New York City,2
1537,1537,30.20203602192639,Female,123886,9.0,San Francisco,0
1538,1538,14.0,Female,83442,28.0,Tokyo,0
1539,1539,34.0,Female,79359,48.0,New York City,4
1540,1540,30.20203602192639,Male,94622,4.0,New York City,0
1541,1541,30.20203602192639,Female,152616,19.0,London,2
1542,1542,30.20203602192639,Male,55600,7.0,London,2
1543,1543,30.20203602192639,Male,95608,17.0,San Francisco,1
1545,1545,30.20203602192639,Female,143124,28.0,San Francisco,2
1547,1547,30.20203602192639,Male,174370,25.0,London,1
1548,1548,30.20203602192639,Female,85899,24.389997941963365,New York City,0
1549,1549,35.0,Male,106511,21.0,New York City,0
1556,1556,34.0,Male,91958,12.0,Tokyo,4
1557,1557,39.0,Female,90965,28.0,New York City,2
1559,1559,30.20203602192639,Male,92239,19.0,Miami,0
1560,1560,30.20203602192639,Female,75462,24.389997941963365,Tokyo,0
1561,1561,30.20203602192639,Male,192297,17.0,Tokyo,1
1563,1563,14.0,Male,97981,48.0,New York City,3
1568,1568,12.0,Female,388572,36.0,New York City,1
1571,1571,30.20203602192639,Male,76744,12.0,London,1
1572,1572,16.0,Male,216346,13.0,New York City,0
1573,1573,16.0,Female,126717,2.0,New York City,1
1574,1574,10.0,Female,61932,78.0,San Francisco,2
1575,1575,30.20203602192639,Female,50365,19.0,New York City,2
1576,1576,25.0,Male,222606,19.0,San Francisco,0
1577,1577,30.20203602192639,Female,67370,31.0,San Francisco,1
1579,1579,26.0,Male,75601,39.0,New York City,0
1582,1582,39.0,Male,61857,14.0,Miami,2
1584,1584,30.20203602192639,Male,59114,1.0,New York City,2
1590,1590,30.20203602192639,Male,83394,5.0,London,4
1591,1591,30.20203602192639,Male,129614,32.0,Tokyo,0
1592,1592,30.20203602192639,Male,99606,19.0,Miami,1
1593,1593,22.0,Female,146704,25.0,Miami,0
1594,1594,13.0,Male,91368,4.0,New York City,1
1595,1595,30.20203602192639,Male,69201,14.0,San Francisco,0
1596,1596,30.20203602192639,Female,109012,18.0,Tokyo,0
1597,1597,24.0,Male,56905,25.0,New York City,2
1599,1599,30.20203602192639,Male,100091,10.0,Miami,1
1600,1600,45.0,Male,100463,23.0,London,0
1601,1601,30.20203602192639,Male,116566,33.0,London,2
1602,1602,44.0,Male,83300,42.0,New York City,0
1603,1603,12.0,Male,178469,3.0,Tokyo,2
1605,1605,30.20203602192639,Male,167229,5.0,Tokyo,1
1606,1606,30.20203602192639,Female,288203,23.0,San Francisco,3
1607,1607,46.0,Female,94666,9.0,New York City,1
1608,1608,34.0,Male,89700,63.0,Miami,3
1609,1609,30.20203602192639,Female,129988,3.0,New York City,1
1611,1611,41.0,Female,61057,43.0,London,0
1612,1612,30.20203602192639,Male,58866,4.0,London,1
1613,1613,30.0,Female,191544,24.0,London,0
1615,1615,30.20203602192639,Female,54533,27.0,Tokyo,1
1616,1616,30.20203602192639,Male,62693,41.0,Miami,3
1618,1618,11.0,Female,181955,3.0,New York City,0
1619,1619,37.0,Male,64398,7.0,Miami,3
1622,1622,42.0,Female,158248,29.0,San Francisco,0
1623,1623,23.0,Female,90119,17.0,New York City,5
1624,1624,37.0,Male,55738,26.0,Tokyo,1
1626,1626,30.20203602192639,Male,95725,18.0,San Francisco,2
1627,1627,40.0,Male,94666,24.389997941963365,San Francisco,0
